ticker,rows,start,end,shares_rows,shares_start,shares_end,shares_status,shares_missing,turnover_missing,status
EPAC,5647,2000-07-24,2022-12-30,74,2019-10-11,2022-12-25,ok,4835.0,4835.0,ok
EPAM,2743,2012-02-08,2022-12-30,218,2015-11-06,2022-12-08,ok,943.0,943.0,ok
EPC,5729,2000-03-27,2022-12-30,198,2015-12-01,2022-12-22,ok,3945.0,3945.0,ok
EPD,5787,2000-01-03,2022-12-30,198,2015-11-16,2022-11-10,ok,3993.0,3993.0,ok
EPR,5787,2000-01-03,2022-12-30,219,2015-10-29,2022-11-26,ok,3981.0,3981.0,ok
EPR$C,0,,,0,,,empty_ohlc,,,empty
EPR$E,0,,,0,,,empty_ohlc,,,empty
EPR$G,0,,,0,,,empty_ohlc,,,empty
EPRT,1141,2018-06-21,2022-12-30,294,2018-06-25,2022-11-27,ok,2.0,2.0,ok
EQBK,1797,2015-11-11,2022-12-30,221,2015-11-20,2022-12-08,ok,7.0,7.0,ok
EQH,1170,2018-05-10,2022-12-30,258,2018-05-14,2022-11-09,ok,2.0,2.0,ok
EQH$A,0,,,0,,,empty_ohlc,,,empty
EQH$C,0,,,0,,,empty_ohlc,,,empty
EQNR,5420,2001-06-18,2022-12-30,872,2018-05-21,2023-01-01,ok,4257.0,4257.0,ok
EQR,5787,2000-01-03,2022-12-30,227,2015-11-06,2022-11-26,ok,3987.0,3987.0,ok
EQS,5787,2000-01-03,2022-12-30,237,2014-05-15,2022-09-14,ok,3613.0,3613.0,ok
EQT,5787,2000-01-03,2022-12-30,204,2015-10-22,2022-11-25,ok,3976.0,3976.0,ok
ERO,1308,2017-10-20,2022-12-30,225,2021-06-16,2022-12-31,ok,918.0,918.0,ok
ES,5787,2000-01-03,2022-12-30,209,2015-11-06,2022-11-09,ok,3987.0,3987.0,ok
ESAB,192,2022-03-29,2022-12-30,12,2022-04-06,2022-11-09,ok,6.0,6.0,ok
ESE,5787,2000-01-03,2022-12-30,179,2015-11-30,2022-12-06,ok,4002.0,4002.0,ok
ESI,2315,2013-10-22,2022-12-30,160,2015-11-06,2022-11-01,ok,515.0,515.0,ok
ESNT,2308,2013-10-31,2022-12-30,209,2015-11-06,2022-11-11,ok,508.0,508.0,ok
ESRT,2329,2013-10-02,2022-12-30,238,2015-11-06,2022-11-26,ok,529.0,529.0,ok
ESS,5787,2000-01-03,2022-12-30,242,2015-11-04,2022-11-25,ok,3985.0,3985.0,ok
ESTC,1067,2018-10-05,2022-12-30,204,2018-10-05,2022-12-08,ok,0.0,0.0,ok
ET,4257,2006-02-03,2022-12-30,214,2018-10-22,2022-11-09,ok,3201.0,3201.0,ok
ET$I,0,,,0,,,empty_ohlc,,,empty
ETB,4452,2005-04-27,2022-12-30,209,2011-02-23,2022-11-06,ok,1467.0,1467.0,ok
ETD,5787,2000-01-03,2022-12-30,26,2021-08-18,2022-11-02,ok,5441.0,5441.0,ok
ETG,4765,2004-01-29,2022-12-30,174,2011-06-23,2022-12-28,ok,1864.0,1864.0,ok
ETI$,0,,,0,,,empty_ohlc,,,empty
ETJ,3886,2007-07-27,2022-12-30,81,2019-06-27,2022-10-23,ok,3000.0,3000.0,ok
ETN,5787,2000-01-03,2022-12-30,171,2015-10-30,2022-12-05,ok,3982.0,3982.0,ok
ETO,4683,2004-05-26,2022-12-30,190,2014-12-30,2022-12-24,ok,2667.0,2667.0,ok
ETR,5787,2000-01-03,2022-12-30,222,2015-11-05,2022-11-16,ok,3986.0,3986.0,ok
ETSY,1943,2015-04-16,2022-12-30,222,2015-11-06,2022-12-07,ok,143.0,143.0,ok
ETV,4409,2005-06-28,2022-12-30,214,2013-02-26,2022-11-06,ok,1928.0,1928.0,ok
ETW,4307,2005-11-21,2022-12-30,178,2014-02-28,2022-11-04,ok,2080.0,2080.0,ok
ETX,2461,2013-03-26,2022-12-30,90,2019-06-27,2022-11-04,ok,1575.0,1575.0,ok
ETY,4051,2006-11-28,2022-12-30,204,2014-06-27,2022-12-27,ok,1907.0,1907.0,ok
EVAC,0,,,0,,,empty_ohlc,,,empty
EVAC-U,0,,,0,,,empty_ohlc,,,empty
EVAC-W,0,,,0,,,empty_ohlc,,,empty
EVC,5640,2000-08-02,2022-12-30,224,2015-11-06,2022-11-25,ok,3840.0,3840.0,ok
EVEX,163,2022-05-10,2022-12-30,13,2022-05-19,2022-12-24,ok,7.0,7.0,ok
EVEX-W,0,,,0,,,empty_ohlc,,,empty
EVF,5787,2000-01-03,2022-12-30,198,2015-10-23,2022-12-31,ok,3977.0,3977.0,ok
EVG,4495,2005-02-24,2022-12-30,179,2014-12-30,2022-12-24,ok,2479.0,2479.0,ok
EVH,1908,2015-06-05,2022-12-30,222,2015-11-06,2022-11-09,ok,108.0,108.0,ok
EVMN,0,,,0,,,empty_ohlc,,,empty
EVN,5787,2000-01-03,2022-12-30,171,2015-03-25,2022-09-17,ok,3829.0,3829.0,ok
EVR,4125,2006-08-14,2022-12-30,238,2015-11-02,2022-12-30,ok,2321.0,2321.0,ok
EVT,4850,2003-09-26,2022-12-30,182,2008-04-25,2022-12-24,ok,1152.0,1152.0,ok
EVTC,2449,2013-04-12,2022-12-30,209,2015-11-18,2022-11-10,ok,657.0,657.0,ok
EVTL,545,2020-11-02,2022-12-30,23,2021-12-18,2022-11-11,ok,285.0,285.0,ok
EVTR,0,,,0,,,empty_ohlc,,,empty
EW,5729,2000-03-27,2022-12-30,194,2015-10-29,2022-11-01,ok,3923.0,3923.0,ok
EXG,3953,2007-04-23,2022-12-30,69,2019-06-27,2022-12-24,ok,3067.0,3067.0,ok
EXK,4201,2006-04-26,2022-12-30,379,2017-04-29,2022-11-11,ok,2772.0,2772.0,ok
EXP,5787,2000-01-03,2022-12-30,207,2015-10-27,2022-11-26,ok,3979.0,3979.0,ok
EXPD,5787,2000-01-03,2022-12-30,218,2015-11-06,2022-11-11,ok,3987.0,3987.0,ok
EXR,4628,2004-08-16,2022-12-30,264,2015-11-06,2022-12-28,ok,2828.0,2828.0,ok
F,5787,2000-01-03,2022-12-30,239,2015-10-27,2022-12-11,ok,3979.0,3979.0,ok
F$B,0,,,0,,,empty_ohlc,,,empty
F$C,0,,,0,,,empty_ohlc,,,empty
F$D,0,,,0,,,empty_ohlc,,,empty
FAF,3171,2010-05-28,2022-12-30,207,2015-10-23,2022-11-01,ok,1361.0,1361.0,ok
FBIN,2842,2011-09-16,2022-12-30,1,2022-12-16,2022-12-16,ok,2832.0,2832.0,ok
FBK,1584,2016-09-16,2022-12-30,220,2016-10-28,2022-12-07,ok,30.0,30.0,ok
FBP,5787,2000-01-03,2022-12-30,225,2015-11-09,2022-11-13,ok,3988.0,3988.0,ok
FBRT,303,2021-10-19,2022-12-30,48,2021-10-22,2022-12-08,ok,3.0,3.0,ok
FBRT$E,0,,,0,,,empty_ohlc,,,empty
FC,5787,2000-01-03,2022-12-30,196,2015-11-13,2022-12-21,ok,3992.0,3992.0,ok
FCF,5787,2000-01-03,2022-12-30,206,2015-03-02,2022-11-09,ok,3812.0,3812.0,ok
FCN,5787,2000-01-03,2022-12-30,181,2015-11-05,2022-11-02,ok,3986.0,3986.0,ok
FCPT,1798,2015-11-10,2022-12-30,220,2015-12-04,2022-12-31,ok,17.0,17.0,ok
FCRS,0,,,0,,,empty_ohlc,,,empty
FCRS-U,0,,,0,,,empty_ohlc,,,empty
FCRS-W,0,,,0,,,empty_ohlc,,,empty
FCRX,402,2021-05-28,2022-12-30,0,,,missing,402.0,402.0,ok
FCT,4683,2004-05-26,2022-12-30,234,2014-08-13,2022-10-23,ok,2571.0,2571.0,ok
FCX,5787,2000-01-03,2022-12-30,218,2015-12-09,2022-12-16,ok,4009.0,4009.0,ok
FDP,5787,2000-01-03,2022-12-30,222,2015-10-27,2022-11-25,ok,3979.0,3979.0,ok
FDS,5787,2000-01-03,2022-12-30,236,2015-11-02,2022-12-31,ok,3983.0,3983.0,ok
FDX,5787,2000-01-03,2022-12-30,208,2015-09-17,2022-12-22,ok,3951.0,3951.0,ok
FE,5787,2000-01-03,2022-12-30,202,2015-10-29,2022-10-27,ok,3981.0,3981.0,ok
FEDU,1296,2017-11-07,2022-12-30,372,2017-11-06,2022-12-22,ok,0.0,0.0,ok
FEGE,0,,,0,,,empty_ohlc,,,empty
FENG,2928,2011-05-16,2022-12-30,273,2016-09-07,2022-11-27,ok,1337.0,1337.0,ok
FEOE,0,,,0,,,empty_ohlc,,,empty
FERG,3271,2010-01-05,2022-12-30,296,2021-03-10,2022-12-29,ok,2813.0,2813.0,ok
FET,2699,2012-04-12,2022-12-30,367,2015-10-30,2022-12-07,ok,894.0,894.0,ok
FF,2965,2011-03-23,2022-12-30,196,2015-11-10,2022-09-17,ok,1167.0,1167.0,ok
FFA,4619,2004-08-27,2022-12-30,230,2006-02-16,2022-12-31,ok,371.0,371.0,ok
FFC,5016,2003-01-30,2022-12-30,191,2015-10-30,2022-11-04,ok,3211.0,3211.0,ok
FFWM,2055,2014-11-03,2022-12-30,232,2015-11-16,2022-11-04,ok,261.0,261.0,ok
FG,27,2022-11-22,2022-12-30,153,2017-08-14,2022-12-10,ok,0.0,0.0,ok
FGN,0,,,0,,,empty_ohlc,,,empty
FGSN,0,,,0,,,empty_ohlc,,,empty
FHI,5787,2000-01-03,2022-12-30,91,2020-03-09,2022-12-07,ok,5076.0,5076.0,ok
FHN,5787,2000-01-03,2022-12-30,211,2015-11-03,2022-11-11,ok,3984.0,3984.0,ok
FHN$C,0,,,0,,,empty_ohlc,,,empty
FHN$E,0,,,0,,,empty_ohlc,,,empty
FHN$F,0,,,0,,,empty_ohlc,,,empty
FICO,5787,2000-01-03,2022-12-30,212,2015-11-10,2022-11-13,ok,3989.0,3989.0,ok
FIG,0,,,0,,,empty_ohlc,,,empty
FIGS,403,2021-05-27,2022-12-30,55,2021-05-28,2022-11-16,ok,1.0,1.0,ok
FIHL,0,,,0,,,empty_ohlc,,,empty
FINS,907,2019-05-29,2022-12-30,82,2019-10-10,2022-10-29,ok,94.0,94.0,ok
FINV,1294,2017-11-09,2022-12-30,54,2019-12-04,2022-10-14,ok,519.0,519.0,ok
FIS,5418,2001-06-20,2022-12-30,205,2015-12-01,2022-12-21,ok,3634.0,3634.0,ok
FIX,5787,2000-01-03,2022-12-30,219,2015-11-04,2022-11-25,ok,3985.0,3985.0,ok
FIXT,0,,,0,,,empty_ohlc,,,empty
FLC,4871,2003-08-27,2022-12-30,181,2015-10-30,2022-11-04,ok,3066.0,3066.0,ok
FLG,5787,2000-01-03,2022-12-30,0,,,missing,5787.0,5787.0,ok
FLG$A,0,,,0,,,empty_ohlc,,,empty
FLG$U,0,,,0,,,empty_ohlc,,,empty
FLNG,894,2019-06-17,2022-12-30,534,2019-06-19,2022-12-24,ok,2.0,2.0,ok
FLO,5787,2000-01-03,2022-12-30,197,2015-11-12,2022-11-16,ok,3991.0,3991.0,ok
FLOC,0,,,0,,,empty_ohlc,,,empty
FLR,5555,2000-12-01,2022-12-30,215,2015-10-29,2022-11-09,ok,3749.0,3749.0,ok
FLS,5787,2000-01-03,2022-12-30,206,2015-10-29,2022-11-02,ok,3981.0,3981.0,ok
FLUT,5096,2002-10-04,2022-12-30,0,,,missing,5096.0,5096.0,ok
FLXR,0,,,0,,,empty_ohlc,,,empty
FMC,5787,2000-01-03,2022-12-30,199,2015-11-03,2022-11-05,ok,3984.0,3984.0,ok
FMN,5042,2002-12-20,2022-12-30,181,2015-07-21,2022-11-04,ok,3165.0,3165.0,ok
FMS,5787,2000-01-03,2022-12-30,422,2017-04-29,2022-12-30,ok,4358.0,4358.0,ok
FMX,5787,2000-01-03,2022-12-30,412,2017-04-29,2022-12-31,ok,4358.0,4358.0,ok
FMY,4431,2005-05-26,2022-12-30,187,2013-03-20,2022-11-04,ok,1966.0,1966.0,ok
FN,3152,2010-06-25,2022-12-30,213,2015-11-03,2022-12-08,ok,1349.0,1349.0,ok
FNB,5787,2000-01-03,2022-12-30,208,2015-11-16,2022-12-15,ok,3993.0,3993.0,ok
FND,1431,2017-04-27,2022-12-30,199,2017-04-21,2022-12-04,ok,0.0,0.0,ok
FNF,4333,2005-10-14,2022-12-30,188,2015-11-16,2022-11-13,ok,2539.0,2539.0,ok
FNV,3793,2007-12-07,2022-12-30,1046,2017-04-29,2022-12-30,ok,2364.0,2364.0,ok
FOA,934,2019-04-18,2022-12-30,34,2021-04-13,2022-11-13,ok,499.0,499.0,ok
FOF,4051,2006-11-28,2022-12-30,87,2019-06-27,2022-11-04,ok,3165.0,3165.0,ok
FOR,3789,2007-12-13,2022-12-30,272,2015-11-09,2022-12-11,ok,1990.0,1990.0,ok
FOUR,649,2020-06-05,2022-12-30,86,2015-11-13,2022-11-11,ok,0.0,0.0,ok
FOUR$A,0,,,0,,,empty_ohlc,,,empty
FPF,2419,2013-05-24,2022-12-30,85,2019-06-27,2022-11-04,ok,1533.0,1533.0,ok
FPH,1422,2017-05-10,2022-12-30,225,2017-05-04,2022-12-24,ok,0.0,0.0,ok
FPI,2197,2014-04-11,2022-12-30,474,2015-11-12,2022-12-08,ok,401.0,401.0,ok
FR,5787,2000-01-03,2022-12-30,221,2015-11-02,2022-11-26,ok,3983.0,3983.0,ok
FRA,4827,2003-10-29,2022-12-30,192,2014-05-02,2022-11-01,ok,2644.0,2644.0,ok
FRGE,484,2021-02-01,2022-12-30,15,2022-03-24,2022-11-16,ok,289.0,289.0,ok
FRO,5386,2001-08-06,2022-12-30,185,2015-12-04,2022-11-26,ok,3605.0,3605.0,ok
FRT,5787,2000-01-03,2022-12-30,232,2015-11-05,2022-11-08,ok,3986.0,3986.0,ok
FRT$C,0,,,0,,,empty_ohlc,,,empty
FSCO,33,2022-11-14,2022-12-30,0,,,missing,33.0,33.0,ok
FSK,2194,2014-04-16,2022-12-30,164,2018-12-30,2022-11-11,ok,1185.0,1185.0,ok
FSM,4025,2007-01-08,2022-12-30,998,2017-04-29,2022-12-31,ok,2596.0,2596.0,ok
FSS,5787,2000-01-03,2022-12-30,225,2015-11-03,2022-12-24,ok,3984.0,3984.0,ok
FSSL,0,,,0,,,empty_ohlc,,,empty
FT,5787,2000-01-03,2022-12-30,148,2009-02-24,2022-10-23,ok,2298.0,2298.0,ok
FTHY,634,2020-06-26,2022-12-30,25,2021-08-10,2022-10-23,ok,282.0,282.0,ok
FTI,5421,2001-06-15,2022-12-30,605,2015-10-23,2022-12-04,ok,3611.0,3611.0,ok
FTK,4389,2005-07-27,2022-12-30,217,2015-10-21,2022-11-16,ok,2577.0,2577.0,ok
FTS,3271,2010-01-05,2022-12-30,1004,2017-04-30,2022-12-30,ok,1842.0,1842.0,ok
FTV,1636,2016-07-05,2022-12-30,206,2016-07-05,2022-10-27,ok,0.0,0.0,ok
FTW,0,,,0,,,empty_ohlc,,,empty
FTW-U,0,,,0,,,empty_ohlc,,,empty
FTW-W,0,,,0,,,empty_ohlc,,,empty
FTWO,0,,,0,,,empty_ohlc,,,empty
FUBO,950,2019-03-27,2022-12-30,87,2020-05-04,2022-11-23,ok,278.0,278.0,ok
FUL,5787,2000-01-03,2022-12-30,195,2015-10-08,2022-11-01,ok,3966.0,3966.0,ok
FUN,5787,2000-01-03,2022-12-30,247,2015-11-05,2022-11-05,ok,3986.0,3986.0,ok
FVR,0,,,0,,,empty_ohlc,,,empty
FVRR,896,2019-06-13,2022-12-30,97,2019-06-17,2022-12-04,ok,2.0,2.0,ok
FXED,503,2021-01-04,2022-12-30,0,,,missing,503.0,503.0,ok
G,3882,2007-08-02,2022-12-30,243,2015-11-06,2022-12-07,ok,2082.0,2082.0,ok
GAB,5787,2000-01-03,2022-12-30,172,2015-04-01,2022-09-13,ok,3834.0,3834.0,ok
GAB$G,0,,,0,,,empty_ohlc,,,empty
GAB$H,0,,,0,,,empty_ohlc,,,empty
GAB$K,0,,,0,,,empty_ohlc,,,empty
GAM,5787,2000-01-03,2022-12-30,176,2015-10-22,2022-10-22,ok,3976.0,3976.0,ok
GAM$B,0,,,0,,,empty_ohlc,,,empty
GAP,5787,2000-01-03,2022-12-30,0,,,missing,5787.0,5787.0,ok
GATX,5787,2000-01-03,2022-12-30,142,2016-04-25,2022-11-11,ok,4102.0,4102.0,ok
GBAB,3065,2010-10-28,2022-12-30,102,2019-06-27,2022-12-28,ok,2179.0,2179.0,ok
GBCI,5787,2000-01-03,2022-12-30,217,2015-11-03,2022-10-25,ok,3984.0,3984.0,ok
GBTG,94,2022-08-18,2022-12-30,27,2022-06-01,2022-12-24,ok,0.0,0.0,ok
GBX,5787,2000-01-03,2022-12-30,197,2015-11-19,2022-11-02,ok,3996.0,3996.0,ok
GCO,5787,2000-01-03,2022-12-30,182,2015-12-10,2022-12-10,ok,4010.0,4010.0,ok
GCTS,256,2021-12-27,2022-12-30,0,,,missing,256.0,256.0,ok
GCTS-W,0,,,0,,,empty_ohlc,,,empty
GCV,5787,2000-01-03,2022-12-30,205,2015-04-01,2022-12-30,ok,3834.0,3834.0,ok
GD,5787,2000-01-03,2022-12-30,172,2015-10-28,2022-10-28,ok,3980.0,3980.0,ok
GDDY,1954,2015-03-31,2022-12-30,407,2015-11-05,2022-12-31,ok,153.0,153.0,ok
GDIV,154,2022-05-23,2022-12-30,0,,,missing,154.0,154.0,ok
GDL,3953,2007-04-23,2022-12-30,75,2019-06-27,2022-09-12,ok,3067.0,3067.0,ok
GDO,3298,2009-11-24,2022-12-30,81,2019-06-27,2022-11-04,ok,2412.0,2412.0,ok
GDOT,3134,2010-07-22,2022-12-30,230,2015-11-09,2022-11-13,ok,1335.0,1335.0,ok
GDV,4808,2003-11-25,2022-12-30,179,2014-04-03,2022-10-23,ok,2605.0,2605.0,ok
GDV$H,0,,,0,,,empty_ohlc,,,empty
GDV$K,0,,,0,,,empty_ohlc,,,empty
GE,5787,2000-01-03,2022-12-30,180,2015-11-20,2022-10-27,ok,3997.0,3997.0,ok
GEF,5787,2000-01-03,2022-12-30,847,2015-06-08,2022-12-31,ok,3880.0,3880.0,ok
GEF-B,4843,2003-10-07,2022-12-30,838,2012-06-08,2022-12-31,ok,2184.0,2184.0,ok
GEL,5787,2000-01-03,2022-12-30,181,2015-07-22,2022-11-05,ok,3911.0,3911.0,ok
GENI,565,2020-10-05,2022-12-30,42,2021-05-04,2022-12-22,ok,145.0,145.0,ok
GEO,5787,2000-01-03,2022-12-30,188,2015-11-06,2022-11-11,ok,3987.0,3987.0,ok
GETY,575,2020-09-21,2022-12-30,13,2022-07-27,2022-10-23,ok,465.0,465.0,ok
GEV,0,,,0,,,empty_ohlc,,,empty
GF,5787,2000-01-03,2022-12-30,179,2015-05-27,2022-10-22,ok,3872.0,3872.0,ok
GFF,5787,2000-01-03,2022-12-30,193,2015-11-25,2022-11-23,ok,4000.0,4000.0,ok
GFI,5787,2000-01-03,2022-12-30,954,2017-04-29,2022-12-31,ok,4358.0,4358.0,ok
GFL,715,2020-03-03,2022-12-30,74,2020-03-04,2022-12-08,ok,1.0,1.0,ok
GFR,265,2021-12-13,2022-12-30,0,,,missing,265.0,265.0,ok
GGB,5787,2000-01-03,2022-12-30,765,2017-04-29,2022-12-14,ok,4358.0,4358.0,ok
GGG,5787,2000-01-03,2022-12-30,176,2015-10-21,2022-11-04,ok,3975.0,3975.0,ok
GGT,5787,2000-01-03,2022-12-30,190,2015-03-03,2022-10-22,ok,3813.0,3813.0,ok
GGT$E,0,,,0,,,empty_ohlc,,,empty
GGT$G,0,,,0,,,empty_ohlc,,,empty
GGZ,2155,2014-06-12,2022-12-30,72,2019-06-27,2022-10-22,ok,1269.0,1269.0,ok
GHC,5787,2000-01-03,2022-12-30,211,2016-08-03,2022-11-05,ok,4172.0,4172.0,ok
GHG,1201,2018-03-27,2022-12-30,251,2018-04-04,2022-11-02,ok,5.0,5.0,ok
GHI,5787,2000-01-03,2022-12-30,1,2022-12-30,2022-12-30,ok,5786.0,5786.0,ok
GHM,5787,2000-01-03,2022-12-30,187,2015-11-03,2022-12-05,ok,3984.0,3984.0,ok
GHY,2523,2012-12-24,2022-12-30,79,2019-06-27,2022-11-11,ok,1637.0,1637.0,ok
GIB,5787,2000-01-03,2022-12-30,1061,2017-04-29,2022-12-31,ok,4358.0,4358.0,ok
GIC,5787,2000-01-03,2022-12-30,38,2021-06-23,2022-11-05,ok,5402.0,5402.0,ok
GIL,5787,2000-01-03,2022-12-30,917,2017-04-30,2022-12-30,ok,4358.0,4358.0,ok
GIS,5787,2000-01-03,2022-12-30,202,2015-09-23,2022-12-22,ok,3955.0,3955.0,ok
GJH,4698,2004-05-05,2022-12-30,0,,,missing,4698.0,4698.0,ok
GJO,4307,2005-11-21,2022-12-30,0,,,missing,4307.0,4307.0,ok
GJP,3780,2007-12-27,2022-12-30,0,,,missing,3780.0,3780.0,ok
GJR,3780,2007-12-27,2022-12-30,0,,,missing,3780.0,3780.0,ok
GJS,4199,2006-04-28,2022-12-30,0,,,missing,4199.0,4199.0,ok
GJT,3883,2007-08-01,2022-12-30,0,,,missing,3883.0,3883.0,ok
GKOS,1894,2015-06-25,2022-12-30,275,2015-11-13,2022-11-19,ok,99.0,99.0,ok
GL,5787,2000-01-03,2022-12-30,118,2019-08-16,2022-11-12,ok,4936.0,4936.0,ok
GL$D,0,,,0,,,empty_ohlc,,,empty
GLOB,2130,2014-07-18,2022-12-30,198,2015-11-17,2022-10-15,ok,337.0,337.0,ok
GLOP$A,0,,,0,,,empty_ohlc,,,empty
GLOP$B,0,,,0,,,empty_ohlc,,,empty
GLOP$C,0,,,0,,,empty_ohlc,,,empty
GLP,4344,2005-09-29,2022-12-30,177,2015-11-06,2022-11-06,ok,2544.0,2544.0,ok
GLP$B,0,,,0,,,empty_ohlc,,,empty
GLW,5787,2000-01-03,2022-12-30,220,2015-10-27,2022-10-30,ok,3979.0,3979.0,ok
GM,3050,2010-11-18,2022-12-30,232,2015-11-18,2022-10-29,ok,1258.0,1258.0,ok
GME,5258,2002-02-13,2022-12-30,197,2015-12-08,2022-12-09,ok,3479.0,3479.0,ok
GME-W,0,,,0,,,empty_ohlc,,,empty
GMED,2620,2012-08-03,2022-12-30,211,2015-10-26,2022-12-06,ok,811.0,811.0,ok
GMRE,1638,2016-06-30,2022-12-30,181,2014-08-12,2022-11-28,ok,0.0,0.0,ok
GMRE$A,0,,,0,,,empty_ohlc,,,empty
GMRE$B,0,,,0,,,empty_ohlc,,,empty
GNE,2814,2011-10-26,2022-12-30,301,2015-11-09,2022-12-28,ok,1015.0,1015.0,ok
GNK,2133,2014-07-15,2022-12-30,204,2015-11-12,2022-11-13,ok,337.0,337.0,ok
GNL,1911,2015-06-02,2022-12-30,257,2015-11-10,2023-01-01,ok,113.0,113.0,ok
GNL$A,0,,,0,,,empty_ohlc,,,empty
GNL$B,0,,,0,,,empty_ohlc,,,empty
GNL$D,0,,,0,,,empty_ohlc,,,empty
GNL$E,0,,,0,,,empty_ohlc,,,empty
GNRC,3245,2010-02-11,2022-12-30,230,2015-11-06,2022-12-17,ok,1445.0,1445.0,ok
GNT,3003,2011-01-27,2022-12-30,146,2019-06-27,2022-11-02,ok,2117.0,2117.0,ok
GNT$A,0,,,0,,,empty_ohlc,,,empty
GNW,4684,2004-05-25,2022-12-30,182,2015-11-17,2022-11-08,ok,2891.0,2891.0,ok
GOF,3886,2007-07-27,2022-12-30,108,2019-06-27,2022-10-29,ok,3000.0,3000.0,ok
GOLD,2216,2014-03-17,2022-12-30,1035,2017-05-02,2022-12-30,ok,788.0,788.0,ok
GOLF,1554,2016-10-28,2022-12-30,187,2016-10-24,2022-12-05,ok,0.0,0.0,ok
GOOS,1460,2017-03-16,2022-12-30,1096,2017-04-29,2023-01-01,ok,31.0,31.0,ok
GOTU,901,2019-06-06,2022-12-30,47,2021-05-10,2022-12-04,ok,485.0,485.0,ok
GPC,5787,2000-01-03,2022-12-30,196,2015-11-06,2022-10-22,ok,3987.0,3987.0,ok
GPGI,532,2020-11-19,2022-12-30,0,,,missing,532.0,532.0,ok
GPI,5787,2000-01-03,2022-12-30,220,2015-10-30,2022-11-01,ok,3982.0,3982.0,ok
GPJA,1030,2018-11-28,2022-12-30,35,2018-03-24,2018-08-02,ok,0.0,0.0,ok
GPK,5787,2000-01-03,2022-12-30,262,2015-11-09,2022-12-07,ok,3988.0,3988.0,ok
GPMT,1390,2017-06-26,2022-12-30,167,2017-06-23,2022-10-23,ok,0.0,0.0,ok
GPMT$A,0,,,0,,,empty_ohlc,,,empty
GPN,5526,2001-01-16,2022-12-30,202,2015-10-07,2022-12-21,ok,3704.0,3704.0,ok
GPOR,410,2021-05-18,2022-12-30,199,2015-11-05,2022-11-05,ok,0.0,0.0,ok
GPRK,3074,2010-10-15,2022-12-30,204,2015-11-10,2022-12-31,ok,1276.0,1276.0,ok
GRBK,3912,2007-06-20,2022-12-30,185,2015-08-24,2022-11-10,ok,2059.0,2059.0,ok
GRBK$A,0,,,0,,,empty_ohlc,,,empty
GRC,5787,2000-01-03,2022-12-30,219,2015-10-28,2022-12-30,ok,3980.0,3980.0,ok
GRDN,0,,,0,,,empty_ohlc,,,empty
GRMN,5550,2000-12-08,2022-12-30,203,2015-10-29,2022-10-27,ok,3744.0,3744.0,ok
GRND,495,2021-01-14,2022-12-30,9,2022-11-22,2022-12-31,ok,468.0,468.0,ok
GRNT,541,2020-11-06,2022-12-30,4,2022-10-29,2022-11-16,ok,498.0,498.0,ok
GROV,413,2021-05-13,2022-12-30,22,2013-05-21,2022-12-30,ok,0.0,0.0,ok
GRX,3913,2007-06-19,2022-12-30,106,2019-06-27,2022-12-31,ok,3027.0,3027.0,ok
GS,5787,2000-01-03,2022-12-30,200,2013-05-09,2022-12-21,ok,3357.0,3357.0,ok
GS$A,0,,,0,,,empty_ohlc,,,empty
GS$C,0,,,0,,,empty_ohlc,,,empty
GS$D,0,,,0,,,empty_ohlc,,,empty
GSBD,1963,2015-03-18,2022-12-30,213,2016-04-06,2022-11-08,ok,265.0,265.0,ok
GSK,5787,2000-01-03,2022-12-30,793,2017-04-29,2022-12-30,ok,4358.0,4358.0,ok
GSL,3620,2008-08-15,2022-12-30,205,2015-07-31,2022-11-01,ok,1751.0,1751.0,ok
GSL$B,0,,,0,,,empty_ohlc,,,empty
GTES,1243,2018-01-25,2022-12-30,278,2018-01-29,2022-12-08,ok,2.0,2.0,ok
GTLS,4138,2006-07-26,2022-12-30,203,2015-10-29,2022-12-14,ok,2332.0,2332.0,ok
GTN,5120,2002-08-30,2022-12-30,851,2015-11-16,2022-12-31,ok,3326.0,3326.0,ok
GTN-A,5787,2000-01-03,2022-12-30,839,2015-05-05,2022-12-31,ok,3857.0,3857.0,ok
GTY,5787,2000-01-03,2022-12-30,215,2015-11-09,2022-11-11,ok,3988.0,3988.0,ok
GUG,277,2021-11-24,2022-12-30,25,2022-08-13,2022-11-06,ok,180.0,180.0,ok
GUT,5787,2000-01-03,2022-12-30,207,2015-04-01,2022-09-17,ok,3834.0,3834.0,ok
GUT$C,0,,,0,,,empty_ohlc,,,empty
GVA,5787,2000-01-03,2022-12-30,185,2015-11-02,2022-11-02,ok,3983.0,3983.0,ok
GWH,503,2021-01-04,2022-12-30,55,2021-10-20,2022-11-09,ok,201.0,201.0,ok
GWH-W,0,,,0,,,empty_ohlc,,,empty
GWRE,2753,2012-01-25,2022-12-30,224,2015-12-02,2022-12-11,ok,970.0,970.0,ok
GWW,5787,2000-01-03,2022-12-30,239,2015-10-29,2022-12-11,ok,3981.0,3981.0,ok
GXO,365,2021-07-22,2022-12-30,46,2021-08-05,2022-12-08,ok,10.0,10.0,ok
GYLD,2681,2012-05-08,2022-12-30,0,,,missing,2681.0,2681.0,ok
H,3311,2009-11-05,2022-12-30,263,2015-11-03,2022-12-19,ok,1508.0,1508.0,ok
