ticker,rows,start,end,shares_rows,shares_start,shares_end,shares_status,failure_reason,status,shares_missing,turnover_missing
AIMDW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
AIRE,0,,,0,,,missing_ohlc,YFRateLimitError('Too Many Requests. Rate limited. Try after a while.'),missing,,
AIRJW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
AIRO,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
AISPW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
AIXI,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
AKTS,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ALAB,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ALCY,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ALCYU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ALCYW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
ALDF,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ALDFU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ALDFW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
ALF,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ALFUU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ALFUW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
ALIS,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ALISR,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
ALISU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ALMS,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ALMU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ALOVU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ALPS,0,,,0,,,missing_ohlc,YFRateLimitError('Too Many Requests. Rate limited. Try after a while.'),missing,,
ALVOW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
AMCI,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
AMIX,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
AMODW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
AMPGR,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
AMPGZ,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
ANGHW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
ANL,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ANNAW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
ANPA,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ANSC,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ANSCU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ANSCW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
ANTA,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
APAC,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
APACR,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
APACU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
APAD,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
APADR,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
APADU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
APGE,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
APLMW,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
APXT,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
APXTU,0,,,0,,,missing_ohlc,YFRateLimitError('Too Many Requests. Rate limited. Try after a while.'),missing,,
APXTW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
ARAI,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ARBB,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ARBEW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
ARCIU,0,,,0,,,missing_ohlc,YFRateLimitError('Too Many Requests. Rate limited. Try after a while.'),missing,,
AREBW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
ARM,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ARTCU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ARTV,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ASBPW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
ASPC,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ASPCR,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
ASPCU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ASPSW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
ASPSZ,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
ASST,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ASTLW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
ATCX,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ATGL,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ATHR,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ATII,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ATIIU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ATIIW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
ATLCZ,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
ATPC,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
AUGO,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
AURE,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
AUROW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
AUUDW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
AVBP,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
AVR,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
AXG,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
AXIN,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
AXINR,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
AXINU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
AZI,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BACC,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BACCR,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
BACCU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BACQ,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BACQR,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
BACQU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BAERW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
BANL,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BANXR,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
BAYA,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BAYAR,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
BAYAU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BBCQ,0,,,0,,,missing_ohlc,YFRateLimitError('Too Many Requests. Rate limited. Try after a while.'),missing,,
BBCQU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BBCQW,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BBNX,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BBOT,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BCAR,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BCARU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BCARW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
BCAX,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BCG,0,,,0,,,missing_ohlc,YFRateLimitError('Too Many Requests. Rate limited. Try after a while.'),missing,,
BCGWW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
BCTXL,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
BCTXW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
BCTXZ,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
BDCI,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BDCIU,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BDCIW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
BDMDW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
BEAG,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BEAGR,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
BEAGU,0,,,0,,,missing_ohlc,YFRateLimitError('Too Many Requests. Rate limited. Try after a while.'),missing,,
BEATW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
BEEP,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BENFW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
BETRW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
BFRG,0,,,0,,,missing_ohlc,"possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 1167627600, endDate = 1672549200"")",missing,,
BFRGW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
BFRIW,0,,,0,,,missing_ohlc,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),missing,,
